Document,router_label,reason,word_count,char_count,sentence_count,avg_word_length,language,readability,vocabulary_richness,special_char_ratio,number_ratio,punctuation_density,capital_ratio,has_email,has_phone,proper_noun_ratio,tfidf_confidence,tfidf_prediction,tfidf_success,tfidf_latency,transformer_confidence,transformer_prediction,transformer_success,transformer_latency
license march pm re license approved also thanks march license hello please provide license please approve thanks,0,"Default to TF-IDF (simple, confident case)",17,113,1,6.647058823529412,en,55.21529411764709,0.6470588235294118,0.0,0.0,0.0,0.0,0,0,0.0,0.9739459059480856,Access,True,2.0931,0.0,error,False,0.0
update update hello please he has left thank senior software developer,1,Low TF-IDF confidence (0.43); Rich vocabulary (0.91),11,70,1,6.363636363636363,en,49.54272727272729,0.9090909090909091,0.0,0.0,0.0,0.0,0,0,0.0,0.4310909946321848,Hardware,True,2.094753,0.0,error,False,0.0
please action submit your time cards for approval march please action submit cards hi getting these few times thought resolved provided dates guys worked couple couple occasions please stop thanks march please action submit cards dear receiving because cards haven submitted please note enough enter also make submit take corrective actions submitted card gets rejected breakdown submitted cards please submit accordingly possible country submitted cards card status entered total submitted cards submitted cards statuses explained error usually happens log calendar view period than days then delete which causes timecard switch error fix add back deleted delete entire timecard right hand side menu recreate again rejected card rejected by approvers please card entries accordingly resubmit entered status timecard few days entire timecard entered saved cards status has passed entered validation gone next submission step card issues resolve please wait corresponding resolutions,1,Long text (140 words); Complex text (readability: -86.9),140,982,1,7.014285714285714,en,-86.94071428571428,0.6571428571428571,0.0,0.0,0.0,0.0,0,0,0.0,0.9843565688555869,HR Support,True,2.097451,0.0,error,False,0.0
issue not receiving certain hello receive some specific nor forwarded could you please solve problem thank you tester en,1,Rich vocabulary (0.95),19,120,1,6.315789473684211,en,49.518421052631595,0.9473684210526315,0.0,0.0,0.0,0.0,0,0,0.0,0.8710865247974076,Hardware,True,2.083663,0.0,error,False,0.0
access rights thursday rights hi also provide assignment role replicate kind regards mobility officer,1,Low TF-IDF confidence (0.50); Complex text (readability: 23.4); Rich vocabulary (0.93),14,101,1,7.214285714285714,en,23.42500000000001,0.9285714285714286,0.0,0.0,0.0,0.0,0,0,0.0,0.5006755311420413,HR Support,True,2.084187,0.0,error,False,0.0
error oracle sent monday forgot mention number hours per week for with entered status higher than have idea why happened moment submitted them was sent monday dear some have changed meaning have submitted them but current status entered please attached also cannot change them cannot submit due error error could you please investigate issue thank you,1,Complex text (readability: 12.5); Rich vocabulary (0.75),56,351,1,6.267857142857143,en,12.52000000000001,0.75,0.0,0.0,0.0,0.0,0,0,0.0,0.9591687829584629,HR Support,True,2.09216,0.0,error,False,0.0
outlook not synchronizing with mobile phone with mobil phone working within for client dear sirs madames sent receives laptop but mobil phone since yesterday done with mobil phone number mobile phone called work with client one please check circumstance for thank you en with kind regards senior consultant frankfurt main frankfurt main,1,Complex text (readability: 27.2); Rich vocabulary (0.71),52,336,1,6.461538461538462,en,27.155000000000015,0.7115384615384616,0.0,0.0,0.0,0.0,0,0,0.0,0.9117284993782864,Hardware,True,2.103939,0.0,error,False,0.0
board tuesday july pm board hi board proof concept doing code billing towards please advise more board please assist next steps thanks best regards coordinator north,1,Low TF-IDF confidence (0.54); Rich vocabulary (0.85),26,165,1,6.346153846153846,en,50.29115384615386,0.8461538461538461,0.0,0.0,0.0,0.0,0,0,0.0,0.5433819911171732,Internal Project,True,2.094226,0.0,error,False,0.0
make visible console march re switch jabber messenger hi informed about by discipline lead disable jabber thank tester march switch jabber messenger hello please advised enable extension jabber disabled please let proceed looking forward hearing thank kind regards analyst ext hub friday march pm has assigned hello please advised record number has assigned please review details take appropriate action reference number details null choose template applicable please provide short description switch jabber messenger details switch jabber messenger jabber corporate connect meetings attend daily stand switch priority affected add requested unknown testing location location please link kind regards ref msg,1,Low TF-IDF confidence (0.63); Complex text (readability: -51.7),99,708,1,7.151515151515151,en,-51.74090909090907,0.6868686868686869,0.0,0.0,0.0,0.0,0,0,0.0,0.6283186785425288,Hardware,True,2.075595,0.0,error,False,0.0
unknown pipeline set up request thursday pm unknown pipeline hi please generate unknown pipeline setup form press editable by regards,1,Rich vocabulary (0.80),20,133,1,6.65,en,42.71500000000003,0.8,0.0,0.0,0.0,0.0,0,0,0.0,0.9830359919273283,Internal Project,True,2.094782,0.0,error,False,0.0
new starter access card enabling kale building card hello please note received starter started couple days ago had hardware allocation closed please investigate card thank engineer ext,1,Complex text (readability: 29.0); Rich vocabulary (0.85),27,184,1,6.814814814814815,en,29.03000000000003,0.8518518518518519,0.0,0.0,0.0,0.0,0,0,0.0,0.7574838577482816,HR Support,True,2.112755,0.0,error,False,0.0
oracle error sent friday july re error hi call logged kind regards sent july error hi getting following error message when try submit for listed below for reported assignment set up expenditure organization for reported assignment set up expenditure organization for reported assignment set up expenditure organization for reported assignment set up expenditure organization for reported assignment set up expenditure organization for reported assignment set up expenditure organization kind regards senior infrastructure consultant infrastructure upcoming holiday th th,1,Complex text (readability: -64.3),78,570,1,7.3076923076923075,en,-64.31192307692305,0.41025641025641024,0.0,0.0,0.0,0.0,0,0,0.0,0.7701295049469056,HR Support,True,2.084341,0.0,error,False,0.0
new purchase po pm purchase po dear purchased apple pro retina please log installation kind regards administrator,1,Rich vocabulary (0.88),17,113,1,6.647058823529412,en,30.332941176470626,0.8823529411764706,0.0,0.0,0.0,0.0,0,0,0.0,0.9910603799198163,Purchase,True,2.098676,0.0,error,False,0.0
for calls issues for calls issues hi dear please help issue we keep when we using for calls there might be something wrong with since lately sound quality pretty bad there lot interruptions disconnections ongoing calls situation very frustrating since most calls with client we need reconnect plenty times ask if hear proficient can you please investigate potential triggers causing please come up with solution possible also be related with connection have mention we using cables most times please if you encounter same issues lately best regards,1,Complex text (readability: -17.6); Rich vocabulary (0.70),87,548,1,6.2988505747126435,en,-17.607931034482746,0.7011494252873564,0.0,0.0,0.0,0.0,0,0,0.0,0.9485000256266167,Hardware,True,2.110042,0.0,error,False,0.0
please disable the logged notification sent by the service desk wednesday october pm please disable logged by hi logged somewhere logging again please leave active by,0,"Default to TF-IDF (simple, confident case)",26,166,1,6.384615384615385,en,40.529615384615425,0.6923076923076923,0.0,0.0,0.0,0.0,0,0,0.0,0.8560069929533599,Miscellaneous,True,2.077293,0.0,error,False,0.0
action required approve requisition action required approve requisition hi please let task had approved by instead thanks date thursday october action required approve requisition mind investigating these coming instead meantime approved thursday october action required approve requisition task application take action links actions approve reject more amount requester entered by accommodation justification approve reject lines accommodation cost center action history approved submitted view task details,1,Complex text (readability: -44.0),65,508,1,7.815384615384615,en,-43.958461538461506,0.6,0.0,0.0,0.0,0.0,0,0,0.0,0.9651507891348095,Miscellaneous,True,2.086587,0.0,error,False,0.0
new services hello kindly asking configuring hosting event monitoring germany hosting event monitoring hosting event monitoring canada tier germany hosting client hosting clients canada hosting client thanks,1,Low TF-IDF confidence (0.36); Complex text (readability: -21.1),27,207,1,7.666666666666667,en,-21.103333333333296,0.5555555555555556,0.0,0.0,0.0,0.0,0,0,0.0,0.36130723353845756,Hardware,True,2.085768,0.0,error,False,0.0
new starter tower pm assistants starter discipline dear please informed candidate accepted job offer become discipline developer st please create his credentials per attached form thank best regards specialist,1,Complex text (readability: 14.0); Rich vocabulary (0.90),29,209,1,7.206896551724138,en,14.034482758620697,0.896551724137931,0.0,0.0,0.0,0.0,0,0,0.0,0.9743215313245344,HR Support,True,2.068904,0.0,error,False,0.0
project code mapped wrong to client sent thursday december code mapped wrong client dear have noticed we have code ca mapped can you please adjust believe code should be mapped client thanks,0,"Default to TF-IDF (simple, confident case)",32,190,1,5.9375,en,63.317500000000024,0.6875,0.0,0.0,0.0,0.0,0,0,0.0,0.8936543996046465,Internal Project,True,2.086521,0.0,error,False,0.0
check project approval july pm period requires hi alerts approve level these please thanks july period requires hi these sitting july period requires period has submitted has approved install,1,Complex text (readability: 8.2),29,191,1,6.586206896551724,en,8.200000000000017,0.6551724137931034,0.0,0.0,0.0,0.0,0,0,0.0,0.9492910541170814,Miscellaneous,True,2.102655,0.0,error,False,0.0
account disabled disabled hi guys try sign laptop but seems disabled could you help thank you,1,Low TF-IDF confidence (0.57); Rich vocabulary (0.81),16,93,1,5.8125,en,63.69500000000001,0.8125,0.0,0.0,0.0,0.0,0,0,0.0,0.574816997023873,Access,True,2.096004,0.0,error,False,0.0
new starter access card enabling bucharest tuesday july pm re doc tuesday july pm ne prima administration officer,1,Complex text (readability: 10.0); Rich vocabulary (0.83),18,113,1,6.277777777777778,en,9.965000000000003,0.8333333333333334,0.0,0.0,0.0,0.0,0,0,0.0,0.9839905100943891,HR Support,True,2.099871,0.0,error,False,0.0
new purchase po friday pm purchase po dear purchased requested by backpack inch please log allocation please take consideration mandatory receipts section order receive item ordered how video explorer kind regards administrator,1,Complex text (readability: 2.5); Rich vocabulary (0.91),32,227,1,7.09375,en,2.511250000000018,0.90625,0.0,0.0,0.0,0.0,0,0,0.0,0.9855514604960206,Purchase,True,2.085739,0.0,error,False,0.0
new starter new october pm re starter form complete completed starter form attached regards head testing mob,1,Rich vocabulary (0.76),17,108,1,6.352941176470588,en,45.26235294117649,0.7647058823529411,0.0,0.0,0.0,0.0,0,0,0.0,0.9939976691590557,HR Support,True,2.075006,0.0,error,False,0.0
access to mailbox saturday december pm mailbox hi guys please mailbox make available thanks,1,Rich vocabulary (0.86),14,91,1,6.5,en,35.5107142857143,0.8571428571428571,0.0,0.0,0.0,0.0,0,0,0.0,0.980368935653045,Storage,True,2.070529,0.0,error,False,0.0
charger charger hello please log providing charger return by thank programme officer,1,Rich vocabulary (0.83),12,84,1,7.0,en,39.55500000000001,0.8333333333333334,0.0,0.0,0.0,0.0,0,0,0.0,0.8647213604383884,Hardware,True,2.083213,0.0,error,False,0.0
