Document,router_label,reason,word_count,char_count,sentence_count,avg_word_length,language,readability,vocabulary_richness,special_char_ratio,number_ratio,punctuation_density,capital_ratio,has_email,has_phone,proper_noun_ratio,tfidf_confidence,tfidf_prediction,tfidf_success,tfidf_latency,transformer_confidence,transformer_prediction,transformer_success,transformer_latency
error drive enclosure error problem original message sent february error drive enclosure event enclosure event fault enclosure status over voltage dc failure event id event code event severity error event name location client name contact address additional information indicated alert condition was detected indicated enclosure event logged error severity when one supplies enclosure supplied or when hardware failure detected recommended action check modules enclosure properly seated their slots their latches locked if reported problem with perform these checks check each module switch turned check each cable firmly plugged into functional electrical outlet if reported problem with temperature or fan or perform these checks check enclosure fans running check ambient temperature too warm enclosure operating range check for any obstructions airflow check there module or blank plate every module slot enclosure if none above resolve issue indicated probably failed should be replaced failed probably have led lit when problem resolved event logged sent february error problem event there problem with type right enclosure product id sn cl version related event serial number related event code event id event code event severity error event name location client name contact address additional information indicated failed or operating correctly event follows some other specific event indicating problem recommended action determine whether needs be replaced topic about verifying component failure component replacement instructions document,1,Long text (219 words); Complex text (readability: -184.3),219,1551,1,7.082191780821918,en,-184.26369863013693,0.547945205479452,0.0,0.0,0.0,0.0,0,0,0.0,0.8156122190402861,Hardware,True,0.00841,0.906629741191864,Hardware,True,0.197253
help to access files on the new hello please be advised below regarding kind regards analyst ext hub sent tuesday december re awaiting your response help access files hi clear everything works smooth small advice for matter cause think crucial you warn employees one locations compatible solely with explorer order for them exploit implemented features was included somewhere but if was accept apologies thank you administrator hello could you please provide browser you use best regards engineer sent friday december help hi having difficulties understanding how supposed access following link step one seeing contents interested tags availability version document step two getting your connection secure message when trying open excel file help how can open excel document work save back line thank you administrator phone,1,Long text (125 words); Complex text (readability: -69.6); Rich vocabulary (0.78),125,824,1,6.592,en,-69.61279999999998,0.784,0.0,0.0,0.0,0.0,0,0,0.0,0.9745897320552885,Hardware,True,0.008335,0.9979634284973145,Hardware,True,0.076043
list modification team friday october modification importance high please today ext,1,Low TF-IDF confidence (0.67); Complex text (readability: 3.4); Rich vocabulary (0.91),11,83,1,7.545454545454546,en,3.3972727272727354,0.9090909090909091,0.0,0.0,0.0,0.0,0,0,0.0,0.6710415418202185,Miscellaneous,True,0.0074,0.8391566872596741,Miscellaneous,True,0.038947
name change to october pm name change dear changed her name she wants reflected please action let other updates made by except changing her name also please make too thank administration officer,1,Rich vocabulary (0.81),32,194,1,6.0625,en,44.81125000000003,0.8125,0.0,0.0,0.0,0.0,0,0,0.0,0.9317986908133278,Miscellaneous,True,0.00762,0.9982795715332031,Miscellaneous,True,0.0534
new delivery thursday pm hello received black po please advise please log thank engineer,1,Rich vocabulary (0.93),14,88,1,6.285714285714286,en,47.59642857142859,0.9285714285714286,0.0,0.0,0.0,0.0,0,0,0.0,0.883796106399765,Purchase,True,0.009828,0.9959225654602051,Purchase,True,0.072484
access to oracle modules wednesday march pm modules hi please roles best regards analyst wednesday march pm modules wednesday march modules hi approved please replicate thanks kind regards accountant ext march modules please provide colleague same meaning etc modules she thanks information confidential legally privileged intended solely,1,Low TF-IDF confidence (0.65); Complex text (readability: 0.7),47,338,1,7.191489361702128,en,0.7299999999999898,0.6595744680851063,0.0,0.0,0.0,0.0,0,0,0.0,0.6547302639158235,HR Support,True,0.008648,0.9702911972999573,HR Support,True,0.128866
please correct access tuesday october pm please please same se screen shots thanks engineer ext date please engineer ext date thursday pm please hi working found same his preventing closing tickets thanks engineer ext registered under number whose registered old broad street kingdom provide clients each subsidiaries separate entity has liability,1,Low TF-IDF confidence (0.66); Complex text (readability: 2.5); Rich vocabulary (0.75); Transformer more confident (0.84 vs 0.66),51,347,1,6.803921568627451,en,2.458235294117685,0.7450980392156863,0.0,0.0,0.0,0.0,0,0,0.0,0.6556163776264097,Miscellaneous,True,0.018299,0.8390641212463379,Hardware,True,0.062111
the filter for the field task details is not working sent monday december re starter bogota hi guys trying log some hours fusion but seems filter for field task details working tried with following codes even if try search using text field fails ll appreciate much if you help with error regards developer,1,Complex text (readability: 25.3); Rich vocabulary (0.81),53,305,1,5.754716981132075,en,25.341886792452854,0.8113207547169812,0.0,0.0,0.0,0.0,0,0,0.0,0.9041841026931781,HR Support,True,0.008583,0.8330283761024475,HR Support,True,0.073235
can find sent wednesday can find dear would you please check why can find discipline thanks head testing,1,Low TF-IDF confidence (0.71); Rich vocabulary (0.78),18,104,1,5.777777777777778,en,85.16499999999999,0.7777777777777778,0.0,0.0,0.0,0.0,0,0,0.0,0.7088252566589632,Hardware,True,0.008874,0.9718254804611206,Hardware,True,0.042573
new starter account thursday november assistants starter hi dear please informed candidate accepted become december test engineer grade st please create his per attached form thank officer,1,Complex text (readability: 25.9); Rich vocabulary (0.93),27,188,1,6.962962962962963,en,25.896666666666675,0.9259259259259259,0.0,0.0,0.0,0.0,0,0,0.0,0.9764861843610657,HR Support,True,0.008701,0.9970481991767883,HR Support,True,0.047445
project code missing pm tuesday pm code pm hello please assign kind regards tuesday code pm hi please made create code thank best regards re code pm hi old code work client by requested creation old code thanks tuesday code pm good morning code has without name please identifying name thank best regards,1,Complex text (readability: 23.7),53,304,1,5.735849056603773,en,23.74566037735852,0.5471698113207547,0.0,0.0,0.0,0.0,0,0,0.0,0.9397335340644002,Internal Project,True,0.007675,0.9975480437278748,Internal Project,True,0.058731
new project code oracle fusion tuesday march pm code setup hi please code thank officer,1,Rich vocabulary (0.87),15,87,1,5.8,en,56.25000000000003,0.8666666666666667,0.0,0.0,0.0,0.0,0,0,0.0,0.9945657163797774,Internal Project,True,0.017995,0.9974900484085083,Internal Project,True,0.085154
password reset please marsh thanks tuesday october hi app tried requesting by never received thanks marsh product east avenue cell marsh information transmitted content communication confidential intended intended recipient affiliates subsidiaries intended recipient hereby notified information contained transmitted communication dissemination copying communication strictly prohibited received communication error please notify immediately by replying delete,1,Complex text (readability: -68.8); Rich vocabulary (0.74),53,460,1,8.679245283018869,en,-68.83547169811317,0.7358490566037735,0.0,0.0,0.0,0.0,0,0,0.0,0.8994358552674326,Access,True,0.011482,0.9987602233886719,Access,True,0.085793
platform access pm platform hi guys gain namely administrating user accounts word press platform product jabber ibm notes timeout other hand clients externally well environment think help out let resolve part let cheers information confidential legally privileged intended solely addressee opinions expressed mine necessarily represent opinions susceptible interference intended recipient disclosure copying,1,Low TF-IDF confidence (0.65); Complex text (readability: -34.7); Rich vocabulary (0.90),52,407,1,7.826923076923077,en,-34.66807692307691,0.9038461538461539,0.0,0.0,0.0,0.0,0,0,0.0,0.6462125202702798,Access,True,0.010458,0.9884372353553772,Access,True,0.073859
access card access card hi please consider access card lost initiate issuing card thank you regards tester,1,Rich vocabulary (0.71),17,106,1,6.235294117647059,en,45.26235294117649,0.7058823529411765,0.0,0.0,0.0,0.0,0,0,0.0,0.989446517718396,Access,True,0.012177,0.9988143444061279,Access,True,0.060792
enable on mobile phone resolved enable mobile phone resolved hello please assign she requested enable her personal mobile phone connect phone install macedonian language her thank engineer ext,1,Complex text (readability: 18.3),28,192,1,6.857142857142857,en,18.27928571428575,0.6785714285714286,0.0,0.0,0.0,0.0,0,0,0.0,0.9577746232520887,Hardware,True,0.010998,0.9969998002052307,Hardware,True,0.053509
full import of data new pas wednesday july pm import hi please queue thanks,1,Rich vocabulary (0.93),14,75,1,5.357142857142857,en,71.76785714285715,0.9285714285714286,0.0,0.0,0.0,0.0,0,0,0.0,0.7865199430767608,Internal Project,True,0.011945,0.9820512533187866,Internal Project,True,0.04115
new purchase po tuesday pm re purchase po hello receipt number has aforementioned products thank engineer tuesday pm purchase po dear purchased requested by mouse wireless jug mouse mouse red please log allocation please take consideration mandatory receipts section order receive item ordered how video explorer kind regards administrator,1,Complex text (readability: -5.2); Rich vocabulary (0.82),49,339,1,6.918367346938775,en,-5.193877551020364,0.8163265306122449,0.0,0.0,0.0,0.0,0,0,0.0,0.9840373656688085,Purchase,True,0.008449,0.9985595345497131,Purchase,True,0.181121
for issue sent july for issue hello please raise incident assign order job for database transaction log release some space moment logs file increased more than with native tools temporary solution before issue be solved someone investigating why anymore kind regards senior engineer,1,Complex text (readability: 11.7); Rich vocabulary (0.91),43,282,1,6.558139534883721,en,11.69697674418606,0.9069767441860465,0.0,0.0,0.0,0.0,0,0,0.0,0.8243516922514267,Hardware,True,0.015129,0.8905348777770996,Hardware,True,0.160659
new purchase po purchase po dear purchased please log allocation please take consideration mandatory receipts section order receive item ordered how video explorer thank best regards compliance information confidential legally privileged intended solely addressee opinions expressed mine,1,Complex text (readability: -13.6); Rich vocabulary (0.92),37,287,1,7.756756756756757,en,-13.638918918918904,0.918918918918919,0.0,0.0,0.0,0.0,0,0,0.0,0.9705560449491898,Purchase,True,0.013138,0.99850994348526,Purchase,True,0.077858
windows reinstallation reported she needs reinstallation due her working slowly making her job difficult,1,Low TF-IDF confidence (0.63); Complex text (readability: 11.3); Rich vocabulary (0.86),14,104,1,7.428571428571429,en,11.339285714285722,0.8571428571428571,0.0,0.0,0.0,0.0,0,0,0.0,0.6272853030063051,Administrative rights,True,0.014958,0.6492721438407898,Administrative rights,True,0.049029
warning mc not communicating original message sent monday warning mc communicating event controller receiving data controller normal during update event id event code event severity warning event name location client name contact address additional information controller mc communicated with controller sc for minutes have failed event initially logged informational severity if problem persists event logged second warning severity mc automatically restarted attempt recover problem event then logged recommended action if event logged only one warning severity action required if event logged more than one warning severity following if you able access interfaces controller logged event following check version controller update latest if needed if latest already installed controller module logged event probably hardware fault replace module if you able access interfaces controller logged event following shut down controller reseat module if you then able access interfaces check version controller update latest if needed if problem recurs replace module,1,Low TF-IDF confidence (0.61); Long text (148 words); Complex text (readability: -120.6),148,1063,1,7.1824324324324325,en,-120.5877027027027,0.4797297297297297,0.0,0.0,0.0,0.0,0,0,0.0,0.6086280804708455,Miscellaneous,True,0.012357,0.8077734112739563,Miscellaneous,True,0.147496
po hardware allocation thursday november pm po hello teams adaptor apple thunderbolt la gigabit were requested by please log allocation please perform receipt important thank administrator,1,Complex text (readability: 1.5); Rich vocabulary (0.88),26,188,1,7.230769230769231,en,1.4834615384615688,0.8846153846153846,0.0,0.0,0.0,0.0,0,0,0.0,0.9224411167612816,Purchase,True,0.012834,0.9972212314605713,Purchase,True,0.067359
new starter and confluence re hello please find attached his form thanks hello please fill date thank administration officer,1,Rich vocabulary (0.89),19,124,1,6.526315789473684,en,49.518421052631595,0.8947368421052632,0.0,0.0,0.0,0.0,0,0,0.0,0.996160931148548,HR Support,True,0.010169,0.9986273050308228,HR Support,True,0.044802
surge protectors request tuesday surge protector dear took surge protector sockets,1,Rich vocabulary (0.73),11,82,1,7.454545454545454,en,41.8518181818182,0.7272727272727273,0.0,0.0,0.0,0.0,0,0,0.0,0.824821211711104,Hardware,True,0.009808,0.9958128333091736,Hardware,True,0.045776
external user pass reset user pass hi please provide pass please pass once updated thank,0,"Default to TF-IDF (simple, confident case)",15,88,1,5.866666666666666,en,61.890000000000015,0.6666666666666666,0.0,0.0,0.0,0.0,0,0,0.0,0.9867622341152662,Access,True,0.010266,0.9985462427139282,Access,True,0.042302
doc to be uploaded march doc uploaded hi please help upload attached document policies document visible entity employees thank,1,Complex text (readability: 22.8); Rich vocabulary (0.84),19,126,1,6.631578947368421,en,22.8026315789474,0.8421052631578947,0.0,0.0,0.0,0.0,0,0,0.0,0.862614984753668,Hardware,True,0.008213,0.9914674758911133,Hardware,True,0.050988
error oracle error sheet for logged incorrectly cannot modify because error can you please unblock thanks,1,Rich vocabulary (0.88),16,105,1,6.5625,en,37.25750000000002,0.875,0.0,0.0,0.0,0.0,0,0,0.0,0.8813320074748953,HR Support,True,0.009684,0.998405396938324,HR Support,True,0.053839
new job title oracle job title designer grade intern,1,Rich vocabulary (0.78),9,52,1,5.777777777777778,en,47.30000000000004,0.7777777777777778,0.0,0.0,0.0,0.0,0,0,0.0,0.9324442880115423,HR Support,True,0.009506,0.9984173774719238,HR Support,True,0.066054
entry to be deleted tuesday pm deleted hi delete somehow got by duplicate needed regards,1,Rich vocabulary (0.93),15,88,1,5.866666666666666,en,33.690000000000026,0.9333333333333333,0.0,0.0,0.0,0.0,0,0,0.0,0.7873508872080927,HR Support,True,0.017099,0.9177656173706055,HR Support,True,0.054668
access good morning require currently created by best regards design lead phone mobile ext blvd zone,1,Rich vocabulary (1.00),16,100,1,6.25,en,37.25750000000002,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.8540339143746648,Hardware,True,0.01029,0.9933863282203674,Hardware,True,0.041668
assign to wednesday assign hi please assign his pm approve his vacations thank,1,Rich vocabulary (0.77),13,78,1,6.0,en,56.97846153846157,0.7692307692307693,0.0,0.0,0.0,0.0,0,0,0.0,0.871407370934425,Miscellaneous,True,0.010776,0.9318066239356995,Miscellaneous,True,0.049747
snow blocked by outlook arrived mailbox mention unsafe item,1,Low TF-IDF confidence (0.73); Rich vocabulary (1.00); Transformer more confident (0.96 vs 0.73),9,59,1,6.555555555555555,en,56.70000000000002,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.7261623578984459,Administrative rights,True,0.010087,0.9566677212715149,Storage,True,0.051794
license march pm re license approved also thanks march license hello please provide license please approve thanks,0,"Default to TF-IDF (simple, confident case)",17,113,1,6.647058823529412,en,55.21529411764709,0.6470588235294118,0.0,0.0,0.0,0.0,0,0,0.0,0.9282993028468403,Access,True,0.010343,0.9985893368721008,Access,True,0.050894
update update hello please he has left thank senior software developer,1,Low TF-IDF confidence (0.49); Rich vocabulary (0.91); Transformer more confident (0.91 vs 0.49),11,70,1,6.363636363636363,en,49.54272727272729,0.9090909090909091,0.0,0.0,0.0,0.0,0,0,0.0,0.4913766162607751,Hardware,True,0.020748,0.9144654273986816,Administrative rights,True,0.089277
please action submit your time cards for approval march please action submit cards hi getting these few times thought resolved provided dates guys worked couple couple occasions please stop thanks march please action submit cards dear receiving because cards haven submitted please note enough enter also make submit take corrective actions submitted card gets rejected breakdown submitted cards please submit accordingly possible country submitted cards card status entered total submitted cards submitted cards statuses explained error usually happens log calendar view period than days then delete which causes timecard switch error fix add back deleted delete entire timecard right hand side menu recreate again rejected card rejected by approvers please card entries accordingly resubmit entered status timecard few days entire timecard entered saved cards status has passed entered validation gone next submission step card issues resolve please wait corresponding resolutions,1,Long text (140 words); Complex text (readability: -86.9),140,982,1,7.014285714285714,en,-86.94071428571428,0.6571428571428571,0.0,0.0,0.0,0.0,0,0,0.0,0.9845813125997134,HR Support,True,0.010679,0.9980831146240234,HR Support,True,0.144968
issue not receiving certain hello receive some specific nor forwarded could you please solve problem thank you tester en,1,Rich vocabulary (0.95),19,120,1,6.315789473684211,en,49.518421052631595,0.9473684210526315,0.0,0.0,0.0,0.0,0,0,0.0,0.8379216907242532,Hardware,True,0.010741,0.9851415157318115,Hardware,True,0.047963
access rights thursday rights hi also provide assignment role replicate kind regards mobility officer,1,Complex text (readability: 23.4); Rich vocabulary (0.93),14,101,1,7.214285714285714,en,23.42500000000001,0.9285714285714286,0.0,0.0,0.0,0.0,0,0,0.0,0.8010373455286318,HR Support,True,0.010353,0.9938070178031921,HR Support,True,0.052421
error oracle sent monday forgot mention number hours per week for with entered status higher than have idea why happened moment submitted them was sent monday dear some have changed meaning have submitted them but current status entered please attached also cannot change them cannot submit due error error could you please investigate issue thank you,1,Complex text (readability: 12.5); Rich vocabulary (0.75),56,351,1,6.267857142857143,en,12.52000000000001,0.75,0.0,0.0,0.0,0.0,0,0,0.0,0.9865414188379218,HR Support,True,0.01013,0.9987969398498535,HR Support,True,0.074068
outlook not synchronizing with mobile phone with mobil phone working within for client dear sirs madames sent receives laptop but mobil phone since yesterday done with mobil phone number mobile phone called work with client one please check circumstance for thank you en with kind regards senior consultant frankfurt main frankfurt main,1,Complex text (readability: 27.2); Rich vocabulary (0.71),52,336,1,6.461538461538462,en,27.155000000000015,0.7115384615384616,0.0,0.0,0.0,0.0,0,0,0.0,0.755282221346819,Hardware,True,0.008176,0.9414965510368347,Hardware,True,0.131708
board tuesday july pm board hi board proof concept doing code billing towards please advise more board please assist next steps thanks best regards coordinator north,1,Low TF-IDF confidence (0.56); Rich vocabulary (0.85),26,165,1,6.346153846153846,en,50.29115384615386,0.8461538461538461,0.0,0.0,0.0,0.0,0,0,0.0,0.5557860478194627,Internal Project,True,0.007943,0.9903166890144348,Internal Project,True,0.058619
make visible console march re switch jabber messenger hi informed about by discipline lead disable jabber thank tester march switch jabber messenger hello please advised enable extension jabber disabled please let proceed looking forward hearing thank kind regards analyst ext hub friday march pm has assigned hello please advised record number has assigned please review details take appropriate action reference number details null choose template applicable please provide short description switch jabber messenger details switch jabber messenger jabber corporate connect meetings attend daily stand switch priority affected add requested unknown testing location location please link kind regards ref msg,1,Low TF-IDF confidence (0.75); Complex text (readability: -51.7),99,708,1,7.151515151515151,en,-51.74090909090907,0.6868686868686869,0.0,0.0,0.0,0.0,0,0,0.0,0.7498639517541268,Hardware,True,0.010144,0.6868353486061096,Hardware,True,0.104653
unknown pipeline set up request thursday pm unknown pipeline hi please generate unknown pipeline setup form press editable by regards,1,Rich vocabulary (0.80),20,133,1,6.65,en,42.71500000000003,0.8,0.0,0.0,0.0,0.0,0,0,0.0,0.9839079566205811,Internal Project,True,0.01043,0.9966411590576172,Internal Project,True,0.055894
new starter access card enabling kale building card hello please note received starter started couple days ago had hardware allocation closed please investigate card thank engineer ext,1,Complex text (readability: 29.0); Rich vocabulary (0.85),27,184,1,6.814814814814815,en,29.03000000000003,0.8518518518518519,0.0,0.0,0.0,0.0,0,0,0.0,0.7643639102989097,HR Support,True,0.010401,0.6894354820251465,HR Support,True,0.059723
oracle error sent friday july re error hi call logged kind regards sent july error hi getting following error message when try submit for listed below for reported assignment set up expenditure organization for reported assignment set up expenditure organization for reported assignment set up expenditure organization for reported assignment set up expenditure organization for reported assignment set up expenditure organization for reported assignment set up expenditure organization kind regards senior infrastructure consultant infrastructure upcoming holiday th th,1,Complex text (readability: -64.3),78,570,1,7.3076923076923075,en,-64.31192307692305,0.41025641025641024,0.0,0.0,0.0,0.0,0,0,0.0,0.9055301416179811,HR Support,True,0.011696,0.9955875873565674,HR Support,True,0.141638
new purchase po pm purchase po dear purchased apple pro retina please log installation kind regards administrator,1,Rich vocabulary (0.88),17,113,1,6.647058823529412,en,30.332941176470626,0.8823529411764706,0.0,0.0,0.0,0.0,0,0,0.0,0.9901485478370446,Purchase,True,0.008055,0.9984573125839233,Purchase,True,0.041288
for calls issues for calls issues hi dear please help issue we keep when we using for calls there might be something wrong with since lately sound quality pretty bad there lot interruptions disconnections ongoing calls situation very frustrating since most calls with client we need reconnect plenty times ask if hear proficient can you please investigate potential triggers causing please come up with solution possible also be related with connection have mention we using cables most times please if you encounter same issues lately best regards,1,Complex text (readability: -17.6); Rich vocabulary (0.70),87,548,1,6.2988505747126435,en,-17.607931034482746,0.7011494252873564,0.0,0.0,0.0,0.0,0,0,0.0,0.9689252044997658,Hardware,True,0.00822,0.9979028701782227,Hardware,True,0.062393
please disable the logged notification sent by the service desk wednesday october pm please disable logged by hi logged somewhere logging again please leave active by,0,"Default to TF-IDF (simple, confident case)",26,166,1,6.384615384615385,en,40.529615384615425,0.6923076923076923,0.0,0.0,0.0,0.0,0,0,0.0,0.8735809430412796,Miscellaneous,True,0.007817,0.9970735311508179,Miscellaneous,True,0.03858
action required approve requisition action required approve requisition hi please let task had approved by instead thanks date thursday october action required approve requisition mind investigating these coming instead meantime approved thursday october action required approve requisition task application take action links actions approve reject more amount requester entered by accommodation justification approve reject lines accommodation cost center action history approved submitted view task details,1,Complex text (readability: -44.0),65,508,1,7.815384615384615,en,-43.958461538461506,0.6,0.0,0.0,0.0,0.0,0,0,0.0,0.9704134891656067,Miscellaneous,True,0.007812,0.9981178045272827,Miscellaneous,True,0.059894
new services hello kindly asking configuring hosting event monitoring germany hosting event monitoring hosting event monitoring canada tier germany hosting client hosting clients canada hosting client thanks,1,Low TF-IDF confidence (0.58); Complex text (readability: -21.1),27,207,1,7.666666666666667,en,-21.103333333333296,0.5555555555555556,0.0,0.0,0.0,0.0,0,0,0.0,0.5814016042582617,Hardware,True,0.007876,0.9967746138572693,Hardware,True,0.085303
new starter tower pm assistants starter discipline dear please informed candidate accepted job offer become discipline developer st please create his credentials per attached form thank best regards specialist,1,Complex text (readability: 14.0); Rich vocabulary (0.90),29,209,1,7.206896551724138,en,14.034482758620697,0.896551724137931,0.0,0.0,0.0,0.0,0,0,0.0,0.983578592063432,HR Support,True,0.017552,0.9985647797584534,HR Support,True,0.058361
project code mapped wrong to client sent thursday december code mapped wrong client dear have noticed we have code ca mapped can you please adjust believe code should be mapped client thanks,0,"Default to TF-IDF (simple, confident case)",32,190,1,5.9375,en,63.317500000000024,0.6875,0.0,0.0,0.0,0.0,0,0,0.0,0.8691697030420056,Internal Project,True,0.008152,0.9902136921882629,Internal Project,True,0.06225
check project approval july pm period requires hi alerts approve level these please thanks july period requires hi these sitting july period requires period has submitted has approved install,1,Complex text (readability: 8.2),29,191,1,6.586206896551724,en,8.200000000000017,0.6551724137931034,0.0,0.0,0.0,0.0,0,0,0.0,0.9644334928371234,Miscellaneous,True,0.010486,0.9975875616073608,Miscellaneous,True,0.056951
account disabled disabled hi guys try sign laptop but seems disabled could you help thank you,1,Low TF-IDF confidence (0.57); Rich vocabulary (0.81),16,93,1,5.8125,en,63.69500000000001,0.8125,0.0,0.0,0.0,0.0,0,0,0.0,0.5677328173881591,Access,True,0.007916,0.5280389189720154,Access,True,0.040483
new starter access card enabling bucharest tuesday july pm re doc tuesday july pm ne prima administration officer,1,Complex text (readability: 10.0); Rich vocabulary (0.83),18,113,1,6.277777777777778,en,9.965000000000003,0.8333333333333334,0.0,0.0,0.0,0.0,0,0,0.0,0.98071724102531,HR Support,True,0.008241,0.9983738660812378,HR Support,True,0.051988
